timestamp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,kinect_x,kinect_y,kinect_z
1772865465.291128890,pygame 2.6.1 (SDL 2.28.4, Python 3.13.7),406 380 689
1772865465.308808856,Hello from the pygame community. https://www.pygame.org/contribute.html,406 380 689
1772865494.931876651,0 0 -5.981692913385826,374 304 669
1772865495.253901903,0 0 -5.981692913385826,396 299 665
1772865495.257216108,0 0 -5.981692913385826,396 299 665
1772865495.628642441,0 0 -5.981692913385826,381 291 0
1772865495.863457698,0 0 -5.981692913385826,379 295 0
1772865495.865812204,0 0 -5.981692913385826,379 298 0
1772865495.912014537,0 0 -5.981692913385826,383 300 0
1772865495.945142216,0 0 -5.981692913385826,380 300 0
1772865496.452071125,0 0 -5.981692913385826,377 304 669
1772865496.726342493,0 0 -5.981692913385826,366 295 0
1772865496.736574866,0 0 -5.981692913385826,366 295 0
1772865496.751509541,0 0 -5.981692913385826,366 295 0
1772865497.048585204,0 0 -5.981692913385826,366 288 0
1772865497.093291795,0 0 -5.981692913385826,403 250 0
1772865497.414653377,0 0 -5.981692913385826,367 256 710
1772865497.436415724,0 0 -5.981692913385826,366 256 708
1772865497.463064285,0 0 -5.981692913385826,363 258 707
1772865497.612995685,0 0 -5.981692913385826,362 252 708
1772865497.761808674,0 0 -5.981692913385826,361 257 704
1772865497.765555441,0 0 -5.981692913385826,361 257 703
1772865497.771332826,0 0 0.3083070866141736,361 257 703
1772865497.849800723,0 0 0.3083070866141736,362 256 704
1772865497.922756717,0 0 -5.981692913385826,361 252 703
1772865498.069559648,0 0 -5.981692913385826,360 252 698
1772865498.078067567,0 0 -5.981692913385826,360 252 698
1772865498.125257672,0 0 -5.981692913385826,360 252 698
1772865498.194392148,0 0 -5.981692913385826,361 259 694
1772865498.205226364,0 0 0.26830708661417363,361 259 694
1772865498.275197064,0 0 0.27830708661417364,361 264 693
1772865498.441671987,0 0 0.27830708661417364,363 260 700
1772865498.483146574,0 0 0.2483070866141736,363 260 700
1772865498.485885444,0 0 0.20830708661417363,362 259 700
1772865498.598855588,0 0 0.20830708661417363,357 260 701
1772865498.891606928,0 0 0.1783070866141736,350 257 703
1772865498.909653361,0 0 0.1783070866141736,350 257 703
1772865499.522760419,0 0 0.1783070866141736,338 322 693
1772865499.530075688,0 0 -0.011692913385826387,338 322 693
1772865499.571442098,0 0 0.3683070866141736,334 325 695
1772865499.852567875,0 0 0.3683070866141736,334 318 707
1772865499.948900389,0 0 0.3683070866141736,341 309 703
